38.jpg 2648BNM 2648BWM 7 True 97.10451428571429 Si 2 1.0 6 0.999991 4 0.999987 8 1.0 B 0.954326 N 0.927294 M 0.915718 49.83099603652954
39.jpg 3183JNT 3183JNT 7 True 98.80058571428572 Si 3 0.999988 1 0.916059 8 1.0 3 0.999995 J 1.0 N 0.999999 T 1.0 50.43301486968994
40.jpg 927C0HC 9256HWN 7 False 87.92804285714286 Si 9 1.0 2 0.649109 7 0.704313 C 0.99644 0 0.999767 H 0.9996 C 0.805734 49.5657844543457
41.jpg 7CCU7CCCFCN 2959FCW 11 False 82.79432727272727 Si 7 0.530129 C 0.494829 C 0.999692 U 0.862503 7 0.999993 C 1.0 C 1.0 C 0.717126 F 0.99919 C 1.0 N 0.503914 78.16482257843018
42.jpg 0C15FSV 9915FSV 7 False 90.21111428571427 Si 0 0.80819 C 0.62818 1 0.99792 5 0.887038 F 1.0 S 0.997801 V 0.995649 49.44381356239319
43.jpg 6SS1GVS 6551GVS 7 False 92.53525714285715 Si 6 0.999831 S 0.987777 S 0.50293 1 0.999613 G 0.999997 V 0.99999 S 0.98733 50.3335120677948
44.jpg  8475FCM  False  Si
45.jpg IUCCCCLS 6599GNS 8 False 96.161675 Si I 0.985126 U 0.971715 C 0.99999 C 0.997341 C 0.965592 C 0.828312 L 0.947273 S 0.997585 56.80729031562805
46.jpg  8193KTY  False  Si
47.jpg 52390Z0 6239DZD 7 True 97.03871428571429 Si 5 0.999966 2 1.0 3 1.0 9 1.0 0 0.999511 Z 1.0 0 0.793233 49.81631851196289
48.jpg 20669KK 0669KKH 7 False 90.31188571428572 Si 2 0.326278 0 0.996143 6 1.0 6 0.999925 9 1.0 K 0.999949 K 0.999537 99.6904764175415
49.jpg 6329JCT 6329JCT 7 True 99.99895714285714 Si 6 0.999998 3 0.999929 2 1.0 9 1.0 J 1.0 C 1.0 T 1.0 49.60808062553406
50.jpg 2C10HJR 8910HJR 7 False 87.46265714285715 Si 2 0.683348 C 0.445543 1 0.999377 0 1.0 H 1.0 J 1.0 R 0.994118 49.622321367263794
51.jpg 9858BDT 9858BPT 7 True 98.24574285714284 Si 9 1.0 8 0.999999 5 0.887406 8 1.0 B 0.991652 D 0.998145 T 1.0 50.49016046524048
52.jpg  7359JYF  False  Si
53.jpg 086S8KC 0865BKC 7 False 92.79934285714286 Si 0 0.999956 8 1.0 6 0.671345 S 0.909935 8 0.994997 K 0.919722 C 0.999999 49.81570887565613
54.jpg S813JZB 5813JZB 7 False 98.61625714285715 Si S 0.950395 8 1.0 1 0.957814 3 0.999037 J 1.0 Z 1.0 B 0.995892 49.52525758743286
55.jpg 8619FRB 8619FRB 7 True 99.90931428571429 Si 8 1.0 6 0.999985 1 0.999758 9 1.0 F 1.0 R 0.999998 B 0.993911 49.50042247772217
56.jpg 2202JVM 2202JVM 7 True 99.99687142857142 Si 2 1.0 2 1.0 0 0.999996 2 1.0 J 1.0 V 0.999785 M 1.0 49.582417726516724
57.jpg 5704CLC 5704CLC 7 True 98.67538571428572 Si 5 0.907285 7 0.999998 0 1.0 4 0.999999 C 1.0 L 0.999995 C 1.0 49.69990396499634
58.jpg 3536GNT 3536GNT 7 True 99.99735714285714 Si 3 1.0 5 0.999818 3 1.0 6 1.0 G 0.999997 N 1.0 T 1.0 49.71286916732788
59.jpg CC6260T CC6260T 7 True 99.30052857142859 Si C 1.0 C 1.0 6 0.999997 2 0.951083 6 0.999996 0 0.999961 T 1.0 50.49467706680298
60.jpg 1312BMF 1312BMF 7 True 92.17215714285715 Si 1 0.607208 3 0.99999 1 0.979959 2 1.0 B 0.864894 M 1.0 F 1.0 49.582374572753906
61.jpg  0390JPW  False  Si
62.jpg CC8852P CC8852P 7 True 99.65944285714286 Si C 1.0 C 1.0 8 1.0 8 1.0 5 0.976187 2 1.0 P 0.999974 49.741106033325195
63.jpg CC0556T CC0556T 7 True 99.38462857142858 Si C 1.0 C 1.0 0 0.999925 5 0.981237 5 0.975893 6 0.999869 T 1.0 50.50450801849365
64.jpg 93CIKVF 9307KMF 7 False 90.31688571428572 Si 9 1.0 3 1.0 C 0.99996 I 0.981599 K 0.37276 V 0.967863 F 1.0 49.55897617340088
65.jpg CC8394U CC8394U 7 True 99.7833142857143 Si C 1.0 C 1.0 8 1.0 3 1.0 9 1.0 4 0.999622 U 0.98521 49.62298369407654
66.jpg 7P03FCH 7903FCH 7 False 99.99011428571428 Si 7 1.0 P 0.99934 0 0.999999 3 1.0 F 1.0 C 0.999969 H 1.0 49.49976825714111
67.jpg S96SKWP 5965KWP 7 False 98.6264857142857 Si S 0.998616 9 0.999243 6 0.935264 S 0.971247 K 0.999889 W 0.999966 P 0.999629 49.583354234695435
68.jpg 296028VZ 9602BNZ 8 False 90.0386 Si 2 0.653291 9 0.808104 6 1.0 0 0.999984 2 0.999994 8 0.973281 V 0.768434 Z 1.0 113.98231244087219
69.jpg S910FGZ 5910FGZ 7 False 97.77437142857143 Si S 0.95784 9 1.0 1 0.999997 0 0.999825 F 1.0 G 1.0 Z 0.886544 49.60000777244568
70.jpg 77S8BTV 3258BTV 7 False 98.1254 Si 7 1.0 7 0.998874 S 0.995878 8 1.0 B 0.874173 T 1.0 V 0.999853 49.59927845001221
71.jpg 3297IKK 3297JKK 7 True 94.47712857142857 Si 3 1.0 2 0.999966 9 0.942441 7 0.999997 I 0.956325 K 0.756283 K 0.958387 50.516764879226685
72.jpg CC9060U CC9060U 7 True 99.99167142857145 Si C 1.0 C 1.0 9 1.0 0 1.0 6 0.99994 0 0.99948 U 0.999997 49.643604040145874
73.jpg 9866FGN 9866FGN 7 True 99.99877142857142 Si 9 1.0 8 1.0 6 0.999947 6 0.999968 F 1.0 G 1.0 N 0.999999 49.607330083847046
74.jpg 7328872 7328BSR 7 False 97.47727142857143 Si 7 0.999996 3 0.997714 2 0.999999 8 1.0 8 0.999867 7 0.998456 2 0.827377 49.54338002204895
75.jpg 0810CPT 0810CPT 7 True 99.97212857142857 Si 0 1.0 8 1.0 1 0.998049 0 1.0 C 1.0 P 1.0 T 1.0 49.543124198913574
76.jpg 9826HLZ 9826HLZ 7 True 99.99918571428572 Si 9 0.99995 8 1.0 2 1.0 6 1.0 H 1.0 L 0.999993 Z 1.0 49.60794448852539
77.jpg  9339CNJ  False  Si
78.jpg  6801CJW  False  Si
79.jpg 2439HCL 2439HCL 7 True 99.59218571428572 Si 2 1.0 4 0.999999 3 0.999811 9 1.0 H 0.999914 C 1.0 L 0.971729 50.13587260246277
80.jpg 7682FZD 7682FZD 7 True 99.78428571428572 Si 7 1.0 6 0.999974 8 1.0 2 1.0 F 1.0 Z 1.0 D 0.984926 49.494072675704956
81.jpg 9890HRS 9890HRS 7 True 100.0 Si 9 1.0 8 1.0 9 1.0 0 1.0 H 1.0 R 1.0 S 1.0 49.58277630805969
82.jpg 8333FCS 8333FCS 7 True 99.99958571428571 Si 8 1.0 3 0.999999 3 0.999996 3 0.999988 F 0.999999 C 1.0 S 0.999989 50.49620866775513
83.jpg 2739GML 2739GML 7 True 100.0 Si 2 1.0 7 1.0 3 1.0 9 1.0 G 1.0 M 1.0 L 1.0 49.64479851722717
84.jpg 7437JTT 7431JTT 7 True 96.54984285714285 Si 7 0.999872 4 0.999825 3 0.999999 7 0.758794 J 0.999999 T 1.0 T 1.0 99.71718287467957
85.jpg CC928SLI CC9985L 8 False 99.9181125 Si C 1.0 C 1.0 9 1.0 2 0.99563 8 1.0 S 0.999845 L 0.999817 I 0.998157 56.82801532745361
86.jpg  1783GHG  False  Si
87.jpg CR05560 CR0556O 7 True 99.80132857142857 Si C 1.0 R 0.999557 0 1.0 5 0.987046 5 0.999731 6 0.999991 0 0.999768 49.76165795326233
88.jpg  8320BYV  False  Si
89.jpg 6654FGX 6654FGX 7 True 99.9349857142857 Si 6 0.999883 6 0.999685 5 0.995975 4 0.999906 F 1.0 G 1.0 X 1.0 49.81192898750305
90.jpg  8735GNK  False  Si
91.jpg 41490JGT 1490JGT 8 False 99.7551375 Si 4 0.986624 1 0.994592 4 1.0 9 0.999199 0 0.999999 J 1.0 G 0.999997 T 1.0 57.042685747146606
92.jpg 81240FL 8124DFL 7 True 93.62277142857144 Si 8 1.0 1 0.999955 2 1.0 4 1.0 0 0.553639 F 1.0 L 1.0 50.32763671875
93.jpg 21728HC 2112BMP 7 False 99.06790000000001 Si 2 1.0 1 0.986168 7 0.978509 2 0.999998 8 0.999965 H 0.979643 C 0.99047 49.59298396110535
94.jpg L7355CZG 7355CZG 8 True 88.010075 Si L 0.414405 7 1.0 3 0.999937 5 0.986083 5 0.640382 C 1.0 Z 1.0 G 0.999999 56.73601579666138
95.jpg  4837CWD  False  Si
96.jpg  1926BDZ  False  Si
97.jpg 4287CH0 4287CHD 7 True 99.99637142857142 Si 4 0.999785 2 0.999999 8 1.0 7 1.0 C 1.0 H 1.0 0 0.999962 50.08128356933594
98.jpg 936GFZ2 9366FZY 7 False 84.26087142857142 Si 9 0.999682 3 1.0 6 0.866088 G 0.533985 F 0.896663 Z 0.999993 2 0.60185 149.95395231246948
99.jpg 586C7 6861CRP 5 False 94.79977999999998 Si 5 0.749293 8 1.0 6 0.999995 C 0.999997 7 0.990704 35.33844327926636
100.jpg GSS8HHT 6558KHT 7 False 99.82432857142857 Si G 0.998562 S 0.995982 S 0.999405 8 1.0 H 0.993756 H 0.999998 T 1.0 49.569913148880005
