67.jpg S96SKWP 5965KWP 7 False 98.65508571428572 Si S 1.0 9 1.0 6 1.0 S 1.0 K 1.0 W 0.905856 P 1.0 374.9712688922882
68.jpg 19602BVZ 9602BNZ 8 False 94.12945 Si 1 0.531271 9 1.0 6 1.0 0 1.0 2 1.0 B 1.0 V 0.999085 Z 1.0 114.18388199806213
69.jpg 5910FGZ 5910FGZ 7 True 99.99997142857143 Si 5 1.0 9 1.0 1 1.0 0 1.0 F 1.0 G 1.0 Z 0.999998 49.795753479003906
70.jpg 2758BTV 3258BTV 7 True 99.99925714285715 Si 2 1.0 7 1.0 5 0.999948 8 1.0 B 1.0 T 1.0 V 1.0 49.80817270278931
71.jpg 3297IKK 3297JKK 7 True 96.73664285714285 Si 3 1.0 2 1.0 9 0.771578 7 1.0 I 0.999987 K 1.0 K 1.0 49.81507635116577
72.jpg CC9060U CC9060U 7 True 100.0 Si C 1.0 C 1.0 9 1.0 0 1.0 6 1.0 0 1.0 U 1.0 49.79702115058899
73.jpg 9866FGN 9866FGN 7 True 100.0 Si 9 1.0 8 1.0 6 1.0 6 1.0 F 1.0 G 1.0 N 1.0 49.797505378723145
74.jpg 7328PCQ 7328BSR 7 True 99.9911857142857 Si 7 1.0 3 1.0 2 1.0 8 1.0 P 0.999999 C 1.0 Q 0.999384 49.817413330078125
75.jpg 0810CPT 0810CPT 7 True 100.0 Si 0 1.0 8 1.0 1 1.0 0 1.0 C 1.0 P 1.0 T 1.0 49.7914400100708
76.jpg 9826HLZ 9826HLZ 7 True 100.0 Si 9 1.0 8 1.0 2 1.0 6 1.0 H 1.0 L 1.0 Z 1.0 49.79337501525879
77.jpg  9339CNJ  False  No
78.jpg  6801CJW  False  No
79.jpg 2439HCL 2439HCL 7 True 100.0 Si 2 1.0 4 1.0 3 1.0 9 1.0 H 1.0 C 1.0 L 1.0 50.05258798599243
80.jpg 7682FZD 7682FZD 7 True 99.35748571428572 Si 7 1.0 6 1.0 8 1.0 2 1.0 F 1.0 Z 1.0 D 0.955024 49.80453944206238
81.jpg 9890HRS 9890HRS 7 True 100.0 Si 9 1.0 8 1.0 9 1.0 0 1.0 H 1.0 R 1.0 S 1.0 49.796170711517334
82.jpg 8333FCS 8333FCS 7 True 100.0 Si 8 1.0 3 1.0 3 1.0 3 1.0 F 1.0 C 1.0 S 1.0 49.800161361694336
83.jpg 2739GML 2739GML 7 True 100.0 Si 2 1.0 7 1.0 3 1.0 9 1.0 G 1.0 M 1.0 L 1.0 49.81813168525696
84.jpg 7431JTT 7431JTT 7 True 99.97265714285713 Si 7 1.0 4 1.0 3 1.0 1 0.998086 J 1.0 T 1.0 T 1.0 49.811333894729614
85.jpg CC998SLI CC9985L 8 False 100.0 Si C 1.0 C 1.0 9 1.0 9 1.0 8 1.0 S 1.0 L 1.0 I 1.0 56.98180079460144
86.jpg  1783GHG  False  No
87.jpg CR05560 CR0556O 7 True 100.0 Si C 1.0 R 1.0 0 1.0 5 1.0 5 1.0 6 1.0 0 1.0 49.33334302902222
88.jpg  8320BYV  False  No
89.jpg 6654FGX 6654FGX 7 True 100.0 Si 6 1.0 6 1.0 5 1.0 4 1.0 F 1.0 G 1.0 X 1.0 49.528751373291016
90.jpg  8735GNK  False  No
91.jpg W1490JGT 1490JGT 8 True 97.732625 Si W 0.81861 1 1.0 4 1.0 9 1.0 0 1.0 J 1.0 G 1.0 T 1.0 56.59508395195007
92.jpg 8124DFL 8124DFL 7 True 99.00315714285713 Si 8 1.0 1 1.0 2 1.0 4 1.0 D 0.930221 F 1.0 L 1.0 49.81269192695618
93.jpg 21328HD 2112BMP 7 False 91.61337142857143 Si 2 1.0 1 1.0 3 1.0 2 1.0 8 0.505354 H 0.907582 D 1.0 49.81325364112854
94.jpg L73SSCZG 7355CZG 8 False 95.23841250000001 Si L 1.0 7 1.0 3 1.0 S 0.998255 S 0.620818 C 1.0 Z 1.0 G 1.0 56.94761776924133
95.jpg  4837CWD  False  No
96.jpg  1926BDZ  False  No
97.jpg 4287CHD 4287CHD 7 True 94.75434285714286 Si 4 1.0 2 1.0 8 1.0 7 1.0 C 1.0 H 1.0 D 0.632804 49.99839234352112
98.jpg 9366FZY 9366FZY 7 True 100.0 Si 9 1.0 3 1.0 6 1.0 6 1.0 F 1.0 Z 1.0 Y 1.0 49.78403115272522
99.jpg 586CR 6861CRP 5 False 99.30414 Si 5 1.0 8 1.0 6 0.96565 C 1.0 R 0.999557 35.492910861968994
100.jpg 6SS8KHT 6558KHT 7 False 99.96131428571428 Si 6 1.0 S 0.999998 S 0.997294 8 1.0 K 1.0 H 1.0 T 1.0 49.77869772911072
