26.jpg 7347LMT 7347LMT 7 True 100.0 Si 7 1.0 3 1.0 4 1.0 7 1.0 L 1.0 M 1.0 T 1.0 49.72791314125061
27.jpg BA2044V BA2044W 7 True 100.0 Si B 1.0 A 1.0 2 1.0 0 1.0 4 1.0 4 1.0 V 1.0 49.713724851608276
28.jpg  1984HWG  False  No
29.jpg I9267GPK 9267GPK 8 True 99.9156875 Si I 0.993261 9 1.0 2 1.0 6 0.999998 7 1.0 G 1.0 P 0.999996 K 1.0 56.44292712211609
30.jpg BA5394M BA5394W 7 True 100.0 Si B 1.0 A 1.0 5 1.0 3 1.0 9 1.0 4 1.0 M 1.0 49.705761432647705
31.jpg 7445JFJ 2445JFJ 7 True 99.99997142857143 Si 7 0.999998 4 1.0 4 1.0 5 1.0 J 1.0 F 1.0 J 1.0 49.686357259750366
32.jpg 7843HKP 7843HKP 7 True 100.0 Si 7 1.0 8 1.0 4 1.0 3 1.0 H 1.0 K 1.0 P 1.0 49.67514157295227
33.jpg S266HGR 5266HGR 7 False 98.46862857142857 Si S 0.999635 2 1.0 6 1.0 6 1.0 H 1.0 G 1.0 R 0.893169 99.77422738075256
34.jpg  M7848ZU  False  No
35.jpg 76S4JHL 2652JHD 7 False 99.99577142857143 Si 7 1.0 6 1.0 S 0.999804 4 0.9999 J 1.0 H 1.0 L 1.0 49.38303542137146
36.jpg 7013HPPN 7013HPP 8 False 98.5663375 Si 7 1.0 0 1.0 1 1.0 3 1.0 H 1.0 P 1.0 P 1.0 N 0.885307 56.857725620269775
37.jpg  4072JHT  False  No
38.jpg 2648BMN 2648BWM 7 True 99.99834285714286 Si 2 1.0 6 1.0 4 1.0 8 1.0 B 1.0 M 0.999985 N 0.999899 49.38154435157776
39.jpg 3183JNT 3183JNT 7 True 100.0 Si 3 1.0 1 1.0 8 1.0 3 1.0 J 1.0 N 1.0 T 1.0 49.72878813743591
40.jpg 92CJ6HNK 9256HWN 8 False 96.8147625 Si 9 1.0 2 1.0 C 0.999939 J 0.780137 6 1.0 H 1.0 N 0.965808 K 0.999297 56.85762572288513
41.jpg 2959FCM 2959FCW 7 True 99.8759 Si 2 1.0 9 1.0 5 1.0 9 1.0 F 1.0 C 1.0 M 0.991313 49.72019839286804
42.jpg Q015FSV 9915FSV 7 False 96.91721428571428 Si Q 0.939226 0 0.844979 1 1.0 5 1.0 F 1.0 S 1.0 V 1.0 49.704817056655884
43.jpg 6S51GXS 6551GVS 7 False 95.39392857142857 Si 6 1.0 S 0.999996 5 0.999998 1 0.999976 G 1.0 X 0.996217 S 0.681388 49.69750237464905
44.jpg  8475FCM  False  No
45.jpg 6599GNS 6599GNS 7 True 99.24478571428571 Si 6 1.0 5 0.947135 9 1.0 9 1.0 G 1.0 N 1.0 S 1.0 49.35909414291382
46.jpg  8193KTY  False  No
47.jpg 62390ZD 6239DZD 7 True 94.03085714285714 Si 6 0.629162 2 1.0 3 1.0 9 1.0 0 1.0 Z 1.0 D 0.952998 49.32737326622009
48.jpg 0669KKF 0669KKH 7 True 100.0 Si 0 1.0 6 1.0 6 1.0 9 1.0 K 1.0 K 1.0 F 1.0 99.74397325515747
49.jpg 6329JCT 6329JCT 7 True 100.0 Si 6 1.0 3 1.0 2 1.0 9 1.0 J 1.0 C 1.0 T 1.0 49.70702266693115
50.jpg Q010HJR 8910HJR 7 False 99.99137142857143 Si Q 0.999946 0 0.99945 1 1.0 0 1.0 H 1.0 J 1.0 R 1.0 49.69074726104736
51.jpg 9858B0T 9858BPT 7 True 99.99791428571429 Si 9 1.0 8 1.0 5 1.0 8 1.0 B 1.0 0 0.999854 T 1.0 49.734370470047
52.jpg  7359JYF  False  No
53.jpg 0865BKC 0865BKC 7 True 94.37075714285713 Si 0 1.0 8 1.0 6 1.0 5 1.0 B 0.605953 K 1.0 C 1.0 49.4360876083374
54.jpg SU13JZB 5813JZB 7 False 99.99998571428571 Si S 0.999999 U 1.0 1 1.0 3 1.0 J 1.0 Z 1.0 B 1.0 49.762187480926514
55.jpg 8619FRB 8619FRB 7 True 100.0 Si 8 1.0 6 1.0 1 1.0 9 1.0 F 1.0 R 1.0 B 1.0 49.783851623535156
56.jpg 72L7JVM 2202JVM 7 False 99.8659 Si 7 0.998622 2 1.0 L 1.0 7 0.992 J 1.0 V 1.0 M 0.999991 49.763086795806885
57.jpg 5704CLC 5704CLC 7 True 99.99927142857142 Si 5 0.999949 7 1.0 0 1.0 4 1.0 C 1.0 L 1.0 C 1.0 49.78978157043457
58.jpg 3536GNT 3536GNT 7 True 100.0 Si 3 1.0 5 1.0 3 1.0 6 1.0 G 1.0 N 1.0 T 1.0 49.758020877838135
59.jpg CC6260T CC6260T 7 True 99.85997142857143 Si C 1.0 C 1.0 6 1.0 2 0.990198 6 1.0 0 1.0 T 1.0 49.727535247802734
60.jpg 1312BMF 1312BMF 7 True 100.0 Si 1 1.0 3 1.0 1 1.0 2 1.0 B 1.0 M 1.0 F 1.0 49.755491495132446
61.jpg M7C3J0N 0390JPW 7 False 99.88337142857144 Si M 0.992718 7 1.0 C 0.999975 3 1.0 J 1.0 0 0.999999 N 0.999144 49.75927472114563
62.jpg CC8852F CC8852P 7 True 99.9995 Si C 1.0 C 1.0 8 1.0 8 1.0 5 1.0 2 1.0 F 0.999965 49.762566804885864
63.jpg CC0556T CC0556T 7 True 100.0 Si C 1.0 C 1.0 0 1.0 5 1.0 5 1.0 6 1.0 T 1.0 49.76942420005798
64.jpg 93LIKWF 9307KMF 7 False 97.52250000000001 Si 9 1.0 3 1.0 L 1.0 I 1.0 K 1.0 W 0.826575 F 1.0 49.744590520858765
65.jpg CC8394U CC8394U 7 True 100.0 Si C 1.0 C 1.0 8 1.0 3 1.0 9 1.0 4 1.0 U 1.0 49.72190737724304
66.jpg 7903FCH 7903FCH 7 True 100.0 Si 7 1.0 9 1.0 0 1.0 3 1.0 F 1.0 C 1.0 H 1.0 49.735870122909546
67.jpg S96SKNP 5965KWP 7 False 99.99812857142858 Si S 1.0 9 1.0 6 1.0 S 1.0 K 1.0 N 0.999869 P 1.0 49.755977153778076
68.jpg 9602BVZ 9602BNZ 7 True 99.99968571428572 Si 9 1.0 6 1.0 0 1.0 2 1.0 B 1.0 V 0.999978 Z 1.0 49.770824909210205
69.jpg 5910FGZ 5910FGZ 7 True 93.24905714285715 Si 5 1.0 9 1.0 1 0.527435 0 1.0 F 1.0 G 1.0 Z 0.999999 49.71886444091797
70.jpg 2758BTV 3258BTV 7 True 99.99998571428571 Si 2 1.0 7 0.999999 5 1.0 8 1.0 B 1.0 T 1.0 V 1.0 49.7428297996521
71.jpg 3297IKK 3297JKK 7 True 99.99975714285715 Si 3 1.0 2 1.0 9 1.0 7 1.0 I 0.999983 K 1.0 K 1.0 49.69654560089111
72.jpg CC9060U CC9060U 7 True 100.0 Si C 1.0 C 1.0 9 1.0 0 1.0 6 1.0 0 1.0 U 1.0 49.66515493392944
73.jpg 9866FGN 9866FGN 7 True 100.0 Si 9 1.0 8 1.0 6 1.0 6 1.0 F 1.0 G 1.0 N 1.0 49.727874517440796
74.jpg 7328PIQ 7328BSR 7 True 95.05752857142858 Si 7 1.0 3 1.0 2 1.0 8 1.0 P 0.9986 I 0.655457 Q 0.99997 49.752293825149536
75.jpg 0810CPT 0810CPT 7 True 100.0 Si 0 1.0 8 1.0 1 1.0 0 1.0 C 1.0 P 1.0 T 1.0 49.765116930007935
76.jpg 9826HLZ 9826HLZ 7 True 100.0 Si 9 1.0 8 1.0 2 1.0 6 1.0 H 1.0 L 1.0 Z 1.0 49.747660636901855
77.jpg  9339CNJ  False  No
78.jpg  6801CJW  False  No
79.jpg 2439HCL 2439HCL 7 True 100.0 Si 2 1.0 4 1.0 3 1.0 9 1.0 H 1.0 C 1.0 L 1.0 49.9575834274292
80.jpg 7682FZ0 7682FZD 7 True 98.99709999999999 Si 7 1.0 6 1.0 8 1.0 2 1.0 F 1.0 Z 1.0 0 0.929797 49.75985336303711
81.jpg 9890HRS 9890HRS 7 True 100.0 Si 9 1.0 8 1.0 9 1.0 0 1.0 H 1.0 R 1.0 S 1.0 49.740301847457886
82.jpg 8333FCS 8333FCS 7 True 100.0 Si 8 1.0 3 1.0 3 1.0 3 1.0 F 1.0 C 1.0 S 1.0 49.74668049812317
83.jpg 2739GML 2739GML 7 True 100.0 Si 2 1.0 7 1.0 3 1.0 9 1.0 G 1.0 M 1.0 L 1.0 49.766520261764526
84.jpg 7431JTT 7431JTT 7 True 99.99968571428572 Si 7 1.0 4 1.0 3 1.0 1 0.999978 J 1.0 T 1.0 T 1.0 49.73102164268494
85.jpg C998SLI CC9985L 7 False 100.0 Si C 1.0 9 1.0 9 1.0 8 1.0 S 1.0 L 1.0 I 1.0 49.78180289268494
86.jpg  1783GHG  False  No
87.jpg CR05560 CR0556O 7 True 100.0 Si C 1.0 R 1.0 0 1.0 5 1.0 5 1.0 6 1.0 0 1.0 50.261122703552246
88.jpg  8320BYV  False  No
89.jpg 6654FGX 6654FGX 7 True 100.0 Si 6 1.0 6 1.0 5 1.0 4 1.0 F 1.0 G 1.0 X 1.0 49.40035057067871
90.jpg  8735GNK  False  No
91.jpg 1490JGT 1490JGT 7 True 100.0 Si 1 1.0 4 1.0 9 1.0 0 1.0 J 1.0 G 1.0 T 1.0 49.347617387771606
92.jpg 81240FL 8124DFL 7 True 99.37758571428571 Si 8 1.0 1 1.0 2 1.0 4 1.0 0 0.956431 F 1.0 L 1.0 49.70780801773071
93.jpg 21328MP 2112BMP 7 False 97.56741428571428 Si 2 1.0 1 1.0 3 0.999883 2 1.0 8 0.829836 M 1.0 P 1.0 49.729928731918335
94.jpg  7355CZG  False  No
95.jpg  4837CWD  False  No
96.jpg  1926BDZ  False  No
97.jpg 4287CHD 4287CHD 7 True 96.96555714285714 Si 4 1.0 2 1.0 8 1.0 7 1.0 C 1.0 H 1.0 D 0.787589 49.412572145462036
98.jpg 9366FZY 9366FZY 7 True 100.0 Si 9 1.0 3 1.0 6 1.0 6 1.0 F 1.0 Z 1.0 Y 1.0 49.69517731666565
99.jpg 586CR 6861CRP 5 False 99.30414 Si 5 1.0 8 1.0 6 0.96565 C 1.0 R 0.999557 35.435224771499634
100.jpg 6SS8KHT 6558KHT 7 False 99.9999 Si 6 1.0 S 0.999994 S 0.999999 8 1.0 K 1.0 H 1.0 T 1.0 49.685524463653564
